09c06a13fa2f3a14529dc6bd4577efde,*Already have an account? ,*Že imate račun?,*Έχετε ήδη λογαριασμό;,*,*Heb je al een account?
e337900015264b2f4009c131db6ea6da,*<#34adfc><size=45>Sign in,*<#34adfc><size=45>Prijavite se,*<#34adfc><size=45>Είσοδος,*,*<#34adfc><size=45>Log in
a82be0f551b8708bc08eb33cd9ded0cf,*Information,*Informacije,*Πληροφορίες,*,*Informatie
9c155e138efe25078513f54323684eb0,*Have you enjoyed the simple game?,*Ste uživali v preprosti igri?,*Σας άρεσε το απλό παιχνίδι;,*,*Heb je genoten van het eenvoudige spel?
beedb99805cad1d1c89714b8bf232416,*Type your email,*Vpišite svojo e-pošto,*Πληκτρολογήστε το email σας,*,*Typ je e-mailadres
70d9be9b139893aa6c69b5e77e614311,*Confirm,*Potrdite,*Επιβεβαίωση,*,*Bevestigen
a2a8b22f8b5a3a14aa039156743b8a52,*VERIFICATION CODE,*KODA ZA VERIFIKACIJO,*ΚΩΔΙΚΟΣ ΕΠΙΒΕΒΑΙΩΣΗΣ,*,*VERIFICATIECODE
6720f9d72d8bbabd9fd28bedfd0b2ab1,*NEW PASSWORD,*NOVO GESLO,*ΝΕΟΣ ΚΩΔΙΚΟΣ ΠΡΟΣΒΑΣΗΣ,*,*NIEUW WACHTWOORD
a4d3b161ce1309df1c4e25df28694b7b,*Submit,*Pošlji,*Υποβολή,*,*Verzenden
ca0dbad92a874b2f69b549293387925e,*Code,*Koda,*Κωδικός,*,*Code
ae3bb2a1ac61750150b606298091d38a,*New Password,*Novo geslo,*Νέος κωδικός πρόσβασης,*,*Nieuw wachtwoord
e0626222614bdee31951d84c64e5e9ff,*Select,*Izberite,*Επιλέξτε,*,*Selecteer
797e877326f44c5763d1458d7f56d87a,*MALE,*MOŠKI,*ΑΝΔΡΑΣ,*,*MAN
4bf2e31c60d6a605954e399524cae56b,*FEMALE,*ŽENSKI,*ΓΥΝΑΙΚΑ,*,*VROUW
8fdfea1deb61cccc1c5a24b2e35abc57,*SELECT YOUR CHARACTER,*IZBERITE SVOJ KAREKTER,*ΕΠΙΛΕΞΤΕ ΤΟΝ ΧΑΡΑΚΤΗΡΑ ΣΑΣ,*,*SELECTEER JE PERSONAGE
696b4101e7793736f28bb4b05d3f4e20,*SELECT YOUR CHARACTER'S PROFESSION,*IZBERITE VLOGO SVOJEGA KARAKTERJA,*ΕΠΙΛΕΞΤΕ ΤΟ ΕΠΑΓΓΕΛΜΑ ΤΟΥ ΧΑΡΑΚΤΗΡΑ ΣΑΣ,*,*SELECTEER HET BEROEP VAN JE PERSONAGE
883863523153be12ffe8186fb9bbec91,*HIGHER EDUCATION STUDENT,*ŠTUDENT ,*ΦΟΙΤΗΤΗΣ ΤΡΙΤΟΒΑΘΜΙΑΣ ΕΚΠΑΙΔΕΥΣΗΣ,*,*HBO-STUDENT
f6636774d200e75853510d658fb1f07c,*INDEPENDENT PROFESSIONAL,*SAMOSTOJNI STROKOVNJAK,*ΑΝΕΞΑΡΤΗΤΟΣ ΕΠΑΓΓΕΛΜΑΤΊΑΣ,*,*ZZP'ER
39256ee750dffb09c645a473fedfe959,*AGRICULTURIST,*AGRONOM OZ. KMETOVALEC,*ΓΕΩΡΓΟΣ,*,*LANDBOUWER
1562cf2f76133f0e684085576e8d36d7,*COMPANY EMPLOYEE,*ZAPOSLENI V PODJETJU,*ΥΠΑΛΛΗΛΟΣ ΕΤΑΙΡΕΙΑΣ,*,*WERKNEMER
5933ba40c36942af6d85eae2b87d1ac5,*INTRODUCTION,*UVOD,*ΕΙΣΑΓΩΓΗ,*,*INTRODUCTIE
1cc954bfdce613b2b2eb57a531ef33d3,*LET'S GO,*POJDIMO,*ΠΑΜΕ,*,*STARTEN MAAR
940c33e50fad950f5009a2207dd5297c,*<b><size=50><align="center">Welcome to GAMI.FI.RE: The Ultimate Financial Adventure!</align></size></b> Step into a world where financial literacy meets adventure! In <b>GAMI.FI.RE</b>., you will embark on an exciting journey through real-life financial scenarios in a fun and interactive 3D game. Learn how to make smart economic decisions while exploring vibrant islands and completing challenges that test your financial skills.,*<b><size=50><align="center">Dobrodošli v GAMI.FI.RE: Končna finančna pustolovščina!</align></size></b></b><br><br><br><br><br><br><br><br>Vstopite v svet, kjer se finančna pismenost sreča z avanturo! V <b>GAMI.FI.RE</b> boste odšli na vznemirljivo potovanje skozi scenarije iz resničnega življenja v zabavni in interaktivni 3D igri. Naučite se, kako sprejemati pametne ekonomske odločitve, medtem ko raziskujete živahne otoke in opravljate izzive, ki preizkusijo vaše finančne spretnosti.,*<b><size=50><align="center">Καλώς ήρθατε στο GAMI.FI.RE: Η Απόλυτη Χρηματοοικονομική Περιπέτεια!</align></size></b></b><br><br><br><br><br><br><br><br>Μπείτε σε έναν κόσμο όπου η χρηματοοικονομική παιδεία συναντά την περιπέτεια! Στο <b>GAMI.FI.RE</b>, θα ξεκινήσετε ένα συναρπαστικό ταξίδι μέσα από πραγματικά χρηματοοικονομικά σενάρια σε ένα διασκεδαστικό και διαδραστικό τρισδιάστατο παιχνίδι. Μάθετε πώς να παίρνετε έξυπνες οικονομικές αποφάσεις ενώ εξερευνάτε ζωντανά νησιά και ολοκληρώνετε προκλήσεις που δοκιμάζουν τις χρηματοοικονομικές σας δεξιότητες.,*,*<b><size=50><align="center">Welkom bij GAMI.FI.RE: Het Ultieme Financiële Avontuur!</align></size></b></b><br><br><br><br><br><br><br><br>Stap in een wereld waar financiële geletterdheid avontuur ontmoet! In <b>GAMI.FI.RE</b>. begin je aan een spannende reis door echte financiële scenario's in een leuk en interactief 3D-spel. Leer hoe je slimme economische keuzes maakt terwijl je levendige eilanden verkent en uitdagingen voltooit die je financiële vaardigheden testen.
75db761cdb712f8ca5dd60476ba835b3,*Your mission is simple: collect coins, make wise financial choices, and earn your badge as a <b>Finance Literacy - GAMI.FI.RE Master!</b> But beware-if you run out of coins, you'll have to rethink your strategy and try again.,*Vaša naloga je preprosta: zbirajte kovance, sprejemajte pametne finančne odločitve in zaslužite svojo značko kot <b> GAMI.FI.RE. MOJSTER FINANČNE PISMENOSTI!</b> Pazite pa, če boste ostali brez kovancev, boste morali premisliti svojo strategijo in poskusiti znova.,*Η αποστολή σας είναι απλή: μαζέψτε νομίσματα, κάντε σοφές οικονομικές επιλογές και κερδίστε το σήμα σας ως <b>Οικονομικός Αλφαβητισμός - GAMI.FI.RE Master!</b> Αλλά προσέξτε - αν σας τελειώσουν τα νομίσματα, θα πρέπει να επανεξετάσετε τη στρατηγική σας και να προσπαθήσετε ξανά.,*,*Je missie is simpel: verzamel munten, maak verstandige financiële keuzes en verdien je badge als <b>Financiële Geletterdheid - GAMI.FI.RE Master!</b> Maar let op: raken je munten op, dan moet je je strategie aanpassen en het opnieuw proberen.
1644f64dbc1b8c818b455a5c7d51d3ac,*<b><size=50><align="center">The game unfolds in three key stages:</align></size></b>,*<b><size=50><align="center">Igra poteka v treh ključnih fazah:"</align></size></b>,*<b><size=50><align="center">Το παιχνίδι εκτυλίσσεται σε τρία βασικά στάδια:</align></size></b>,*,*<b><size=50><align="center">Het spel bestaat uit drie belangrijke fases:</align></size></b>
16310b493ade9a7c882ecce40843d5ac,*<b>1. The Mainland Port</b> This is your starting hub. Personalize your character, visit the bank to learn financial concepts, and check the leaderboards to track your progress. Once you're ready, hop on your boat and set sail for your first financial challenge.,*<b>1. Pristanišče na kopnem</b> To je vaša začetna točka. Prilagodite svoj lik, obiščite banko, da se naučite finančnih pojmov in preverite lestvice, da spremljate svoj napredek. Ko boste pripravljeni, skočite na svoj čoln in se odpravite na svoj prvi finančni izziv.,*<b>1. Το Κεντρικό Λιμάνι</b> Αυτός είναι ο κόμβος εκκίνησης. Προσαρμόστε τον χαρακτήρα σας, επισκεφθείτε την τράπεζα για να μάθετε οικονομικές έννοιες και ελέγξτε τους πίνακες κατάταξης για να παρακολουθήσετε την πρόοδό σας. Μόλις είστε έτοιμοι, επιβιβαστείτε στο σκάφος σας και σαλπάρετε για την πρώτη σας οικονομική πρόκληση.,*,*<b>1. De Haven op het Vasteland</b> Dit is je startpunt. Personaliseer je personage, bezoek de bank om financiële concepten te leren en bekijk het Scorebord om je voortgang bij te houden. Klaar? Stap in je boot en vaar naar je eerste financiële uitdaging.
79feac92c18271f4df3b7797f5412e1e,*<b>2. The Trip</b> Navigate the waters as you head toward your destination. Along the way, collect as many coins as you can-you'll need them to overcome the financial dilemmas that await you on the islands! Watch out for obstacles that can cost you precious resources.,*<b>2. Potovanje</b> Usmerite svojo ladjo proti cilju. Na poti zberite čim več kovancev – potrebovali jih boste za premagovanje finančnih dilem, ki vas čakajo na otokih! Pazite na ovire, ki vam lahko vzamejo te dragocene vire.,*<b>2. Το ταξίδι</b> Πλοηγηθείτε στα νερά καθώς κατευθύνεστε προς τον προορισμό σας. Στην πορεία, συγκεντρώστε όσα περισσότερα νομίσματα μπορείτε - θα τα χρειαστείτε για να ξεπεράσετε τα οικονομικά διλήμματα που σας περιμένουν στα νησιά! Προσέξτε τα εμπόδια που μπορεί να σας κοστίσουν πολύτιμους πόρους.,*,*<b>2. De Reis</b> Navigeer over het water naar je bestemming. Verzamel onderweg zoveel mogelijk munten. Je hebt ze nodig om de financiële dilemma's op de eilanden te overwinnen! Pas op voor obstakels die waardevolle middelen kunnen kosten.
5738976a5635eff24f3b1ddf40ce4f2b,*<b>3. Island Exploration</b> Each island presents unique challenges and lessons. Will you focus on education, farming, employment, or business opportunities? Visit all four islands to become a true financial expert! Make smart decisions, manage your resources wisely, and level up your financial knowledge.,*<b>3. Raziskovanje otokov</b> Vsak otok prinaša edinstvene izzive in lekcije. Kam se boste osredotočili, na izobraževanje, kmetijstvo, zaposlitev ali poslovne priložnosti? Obiščite vse štiri otoke, da postanete pravi mojster za finance! Sprejemajte pametne odločitve, upravljajte svoje vire preudarno in nadgradite svoje finančno znanje.,*<b>3. Εξερεύνηση των νησιών</b> Κάθε νησί παρουσιάζει μοναδικές προκλήσεις και μαθήματα. Θα επικεντρωθείτε στην εκπαίδευση, τη γεωργία, την απασχόληση ή τις επιχειρηματικές ευκαιρίες; Επισκεφθείτε και τα τέσσερα νησιά για να γίνετε ένας πραγματικός οικονομικός εμπειρογνώμονας! Πάρτε έξυπνες αποφάσεις, διαχειριστείτε τους πόρους σας με σύνεση και ανεβάστε τις οικονομικές σας γνώσεις.,*,*<b>3. Eilandverkenning</b> Elk eiland biedt unieke uitdagingen en waardevolle lessen. Kies jij voor onderwijs, landbouw, werk of ondernemerschap? Verken alle vier de eilanden om uit te groeien tot een echte financiële expert. Maak slimme keuzes, beheer je middelen verstandig en vergroot stap voor stap je financiële kennis.
4c41f5d68cc20e8bf395a1848fd4ce77,*<b>Introduction to Open Badges</b> \n<b>Open Badges</b> are digital certificates that recognize your skills, achievements, and learning. As you progress in the game, you'll earn badges that you can store in your digital wallet and share with others.\nThese badges are verifiable, meaning anyone can check they're real and issued by a trusted source.,*<b>Uvod v digitalne značke</b> \n<b>Digitalne značke (Open Badges)</b> so digitalni certifikati, ki izkazujejo vaše spretnosti, dosežke in učenje. Ko napredujete v igri, boste zaslužili značke, ki jih lahko shranite v svojo digitalno denarnico in jih delite z drugimi.\nTe značke so preverljive, kar pomeni, da lahko kdorkoli preveri, da so resnične in izdane s strani zaupanja vrednega vira.,*<b>Εισαγωγή στα Ανοικτά Σήματα</b> \n<b>Ανοικτά Σήματα</b> είναι ψηφιακά πιστοποιητικά που αναγνωρίζουν τις δεξιότητές σας, τα επιτεύγματά σας και τη μάθησή σας. Καθώς προχωράτε στο παιχνίδι, θα κερδίζετε σήματα που μπορείτε να αποθηκεύσετε στο ψηφιακό σας πορτοφόλι και να μοιραστείτε με άλλους.\nΑυτά τα σήματα είναι επαληθεύσιμα, που σημαίνει ότι ο καθένας μπορεί να ελέγξει ότι είναι αυθεντικά και εκδοθέντα από μια αξιόπιστη πηγή.,*,*<b>Introductie tot Open Badges</b> <b>Open Badges</b> zijn digitale certificaten die je behaalde vaardigheden, prestaties en leerresultaten zichtbaar maken. Terwijl je verder komt in het spel, verdien je badges die je kunt opslaan in je digitale wallet en eenvoudig kunt delen met anderen. Deze badges zijn verifieerbaar: iedereen kan controleren of ze echt zijn en afkomstig zijn van een betrouwbare bron.
f64f8b575a3885d55e286552ef839dd3,*Are you ready to master the art of financial decision-making? Your adventure begins now-let's set sail toward financial success!,*Ste pripravljeni razviti spretnost sprejemanja pametnih finančnih odločitev? Vaša pustolovščina se začne zdaj – podajmo se na pot do finančnega uspeha!,*Είστε έτοιμοι να μάθετε την τέχνη της λήψης οικονομικών αποφάσεων; Η περιπέτειά σας αρχίζει τώρα - ας σαλπάρουμε προς την οικονομική επιτυχία!,*,*Ben je klaar om meester te worden in financiële besluitvorming? Jouw avontuur begint nu – zet koers richting financieel succes!
4994a8ffeba4ac3140beb89e8d41f174,*Language,*Jezik,*Γλώσσα,*,*Taal
2fd823320ca07c5505f0c334574d87fd,*Subscribe to Newsletter,*Naročite se na novice,*Εγγραφείτε στο ενημερωτικό δελτίο,*,*Schrijf je in voor de nieuwsbrief
80fe4a4192fb9be0e18914a61e1512e3,*Thank you for completing the survey—we really appreciate your time and input!,*Hvala, ker ste izpolnili anketo — cenimo vaš čas in mnenje!,*Σας ευχαριστούμε για τη συμπλήρωση της έρευνας - εκτιμούμε πραγματικά το χρόνο και τη συνεισφορά σας!,*,*Bedankt voor het invullen van de enquête – we waarderen je tijd en input enorm!
928722c0043dd993baf206b68b347011,*There was an error in the server.,*Na strežniku je prišlo do napake.,*Υπήρξε ένα σφάλμα στον σέρβερ.,*,*Er is een fout opgetreden op de server.
fb3b9122f91b512570294d3575e4a791,*I know the basics of managing money and making a budget.,*Imam osnovno znanje o upravljanju denarja in pripravi proračuna.,*Γνωρίζω τα βασικά για τη διαχείριση των χρημάτων και την κατάρτιση προϋπολογισμού.,*,*Ik ken de basisprincipes van geldbeheer en het maken van een budget.
4719290f8e07d02725706bc1a2c27241,*I feel confident in making decisions that help money grow over time.,*Zaupam svojim sposobnostim pri sprejemanju odločitev, ki izboljšujejo mojo finančno situacijo na dolgi rok in pripomorejo k večji finančni stabilnosti.,*Αισθάνομαι σίγουρος για τη λήψη αποφάσεων που βοηθούν τα χρήματα να αυξάνονται με την πάροδο του χρόνου.,*,*Ik voel me zeker bij het nemen van beslissingen die geld op de lange termijn laten groeien.
c2b818e91a28eadef110d80f47e54885,*I often think of new ways to solve money problems or make things better.,*Pogosto razmišljam o novih načinih za reševanje denarnih težav ali o uvajanju izboljšav.,*Σκέφτομαι συχνά νέους τρόπους για να λύσω οικονομικά προβλήματα ή να κάνω τα πράγματα καλύτερα.,*,*Ik bedenk vaak nieuwe manieren om geldproblemen op te lossen of dingen te verbeteren.
05a0dc0744c77b380c66ff67002ee63b,*I think about both short-term and long-term effects when making money decisions.,*Pri finančnih odločitvah razmišljam tako o kratkoročnih kot dolgoročnih učinkih.,*Σκέφτομαι τόσο τις βραχυπρόθεσμες όσο και τις μακροπρόθεσμες επιπτώσεις όταν παίρνω αποφάσεις για τα χρήματα.,*,*Ik denk na over zowel de korte- als langetermijneffecten bij het nemen van geldbeslissingen.
5b1ea46ad065b0bd9eb53aaf3e44ddae,*I consider how my money decisions impact the environment and society.,*Upoštevam, kako moje finančne odločitve vplivajo na okolje in družbo.,*Σκέφτομαι πώς οι χρηματικές μου αποφάσεις επηρεάζουν το περιβάλλον και την κοινωνία.,*,*Ik houd rekening met hoe mijn geldkeuzes het milieu en de maatschappij beïnvloeden.
3b513702ac5cfec0fdf53d2a3a97dc05,*I am excited and ready to play the GAMI.FI.RE. game.,*Navdušen/-a sem in pripravljen/-a za igranje GAMI.FI.RE. igre.,*Είμαι ενθουσιασμένος και έτοιμος να παίξω το παιχνίδι GAMI.FI.RE. ,*,*Ik ben enthousiast en klaar om het GAMIFIRE-spel te spelen.
4f829521e1a4398402e6630ac1407918,*I can use budgeting, income, and expenses in real-life situations.,*Znam upravljati proračun, prihodke in stroške v resničnih življenjskih situacijah.,*Μπορώ να χρησιμοποιώ τον προϋπολογισμό, τα έσοδα και τα έξοδα σε πραγματικές καταστάσεις.,*,*Ik kan budgettering, inkomsten en uitgaven toepassen in echte situaties.
07f35bd5b9fe6c71b9b0137b46fcdf8c,*The game helped me understandhow to make decisionsthat lead to financialgrowth.,*Igra mi je pomagala razumeti, kako sprejemati odločitve, ki vodijo k finančni rasti.,*Το παιχνίδι με βοήθησε να καταλάβω πώς να παίρνω αποφάσεις που οδηγούν σε οικονομική ανάπτυξη.,*,*Het spel hielp me begrijpen hoe ik beslissingen kan nemen die leiden tot financiële groei.
4aa8c3c5361869d318229412db7a6566,*The game encouraged me to try new and creative ways to solve money problems.,*Igra me je spodbudila, da preizkusim nove in ustvarjalne načine za reševanje denarnih težav.,*Το παιχνίδι με ενθάρρυνε να δοκιμάσω νέους και δημιουργικούς τρόπους για την επίλυση χρηματικών προβλημάτων.,*,*Het spel moedigde me aan om nieuwe en creatieve manieren te proberen om geldproblemen op te lossen.
e9e8c217aadd338a4fe1fdd6d987a5b2,*I learned how to balance things like income vs. costs and today vs. the future when making decisions.,*Naučil/-a sem se, kako uravnotežiti stvari, kot so prihodki v primerjavi s stroški ter sedanje odločitve v primerjavi s prihodnjimi.,*Έμαθα πώς να σταθμίζω πράγματα όπως τα έσοδα έναντι των εξόδων και το σήμερα έναντι του μέλλοντος όταν παίρνω αποφάσεις.,*,*Ik heb geleerd hoe ik dingen als inkomsten versus kosten en vandaag versus de toekomst kan balanceren bij het nemen van beslissingen.
3b6f6b92569800ea783ed0b78dfb4fc5,*I now see how my money choices can affect the environment and society.,*Zdaj vidim, kako lahko moje finančne odločitve vplivajo na okolje in družbo.,*Βλέπω τώρα πώς οι χρηματικές μου επιλογές μπορούν να επηρεάσουν το περιβάλλον και την κοινωνία.,*,*Ik zie nu hoe mijn geldkeuzes invloed kunnen hebben op het milieu en de maatschappij.
4bbd0bfa4607d6ebd785dc49f77b1fef,*I feel more confident in making financialdecisions and explainingthem to others.,*Počutim se bolj samozavestno pri sprejemanju finančnih odločitev in razlagi le-teh drugim.,*Αισθάνομαι μεγαλύτερη αυτοπεποίθηση στο να παίρνω οικονομικές αποφάσεις και να τις εξηγώ σε άλλους.,*,*Ik voel me zekerder in het nemen van financiële beslissingen en het uitleggen ervan aan anderen.
a53800facd347f14c09112c3bfbc9ea2,*Strongly Disagree,*Nikakor se ne strinjam,*Διαφωνώ απόλυτα,*,*Helemaal mee oneens
0ecc08f9bca8d18fba3c972a0d972bb3,*Disagree,*Ne strinjam se,*Διαφωνώ,*,*Mee oneens
e9bb5320b3890b6747c91b5a71ae5a01,*Neutral,*Nimam mnenja.,*Ουδέτερο,*,*Neutraal
1f4a3ca12b1c9b46ba2bc70747de0603,*Agree,*Strinjam se,*Συμφωνώ,*,*Mee eens
67b4832016b50691ad49aeaf94dced07,*Strongly Agree,*Povsem se strinjam,*Συμφωνώ απόλυτα,*,*Helemaal mee eens
9fd9f9ccd630cd4b6894051c35710572,*Survey,*Anketa,*Έρευνα,*,*Enquête
bf84a63a00b5ee960262f974b61c1955,*INFORMATION,*INFORMACIJE,*ΠΛΗΡΟΦΟΡΙΕΣ,*,*INFORMATIE
c0cc8a13dd6f97cc180448a25b1b6de7,*For the best possible experience we recommend you play the game in full screen view.,*Za najboljšo možno izkušnjo priporočamo, da igrate igro v celozaslonskem načinu.,*Για την καλύτερη δυνατή εμπειρία σας συνιστούμε να παίζετε το παιχνίδι σε πλήρη οθόνη.,*,*Voor de beste ervaring raden we aan het spel in volledig scherm te spelen.
2f453cfe638e57e27bb0c9512436111e,*CONTINUE,*NADALJUJTE,*ΣΥΝΕΧΕΙΑ,*,*GA DOOR
d7ac38ac8951d273d64a258a31d58748,*FULL SCREEN,*CELOZASLONSKI NAČIN,*ΠΛΗΡΗΣ ΟΘΟΝΗ,*,*VOLLEDIG SCHERM
63225f19fccb18e7c709f1fa11bc738e,*SELECT,*IZBERITE,*ΕΠΙΛΟΓΗ,*,*SELECTEER
d9fd493cde122e5b5f3af046923943a2,*You have selected the Profession of AGRICULTURIST,*Izbrali ste poklic AGRONOM oz. KMETOVALEC,*Έχετε επιλέξει το επάγγελμα του ΓΕΩΡΓΟΥ,*,*Je hebt het beroep LANDBOUWER geselecteerd.
7d7be1094f55ea27358d88cd9c942100,*Select Other Profession,*Izberi drug poklic,*Επιλέξτε Άλλο Επάγγελμα,*,*Selecteer een ander beroep
e0aa021e21dddbd6d8cecec71e9cf564,*OK,*V REDU,*OK,*,*OKÉ
6855c05e0d33427bc44b0368b4d832dc,*You have selected the Profession of HIGHER EDUCATION STUDENT,*Izbrali ste vlogo ŠTUDENT,*Έχετε επιλέξει το επάγγελμα του ΦΟΙΤΗΤΗ ΑΝΩΤΑΤΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,*,*Je hebt het beroep HBO-STUDENT geselecteerd.
74395485182750c4e26c04cdfe7a683d,*You have selected the Profession of INDEPENDENT PROFESSIONAL,*Izbrali ste poklic SAMOSTOJNI STROKOVNJAK,*Έχετε επιλέξει το επάγγελμα του ΑΝΕΞΑΡΤΗΤΟΥ ΕΠΑΓΓΕΛΜΑΤΙΑ,*,*Je hebt het beroep ZZP'ER geselecteerd.
ae996d7529d49432eedcee0d21f8da43,*You have selected the Profession of COMPANY EMPLOYEE,*Izbrali ste poklic ZAPOSLEN V PODJETJU,*Έχετε επιλέξει το επάγγελμα του ΥΠΑΛΛΗΛΟΥ ΤΗΣ ΕΤΑΙΡΕΙΑΣ,*,*Je hebt het beroep WERKNEMER geselecteerd.
02d9806e71137e81b876903c27a9de3a,*Press the button below to turn on or off the volume.,*Pritisnite spodnji gumb za vklop ali izklop zvoka.,*Πατήστε το παρακάτω κουμπί για να ενεργοποιήσετε ή να απενεργοποιήσετε την ένταση του ήχου.,*,*Druk op de knop hieronder om het volume in of uit te schakelen.
b88bb36984c9864737c57e01067a11d6,*Congratulations! By joining this game you have obtained your first Badge! <br> The Mainland Badge: Island Explorer,*Čestitamo! Z vstopom v to igro ste pridobili svojo prvo značko!<br> Značka raziskovanja kopnega: Odkritelj poti do otoka,*Συγχαρητήρια! Με τη συμμετοχή σας σε αυτό το παιχνίδι αποκτήσατε το πρώτο σας σήμα! <br> Το σήμα της Ηπειρωτικής Χώρας: Εξερευνητής του Νησιού,*,*Gefeliciteerd! Door mee te doen aan dit spel heb je je eerste badge behaald! De Mainland Badge: Island Explorer
b2d3572a5a61cd5f2551245b6dddd269,*You have successfully claimed the badge.,*Uspešno ste prevzeli značko.,*Διεκδικήσατε με επιτυχία το σήμα.,*,*Je hebt de badge succesvol opgeëist.
ccd241f0363fb1c23d3a0c0c36b5182e,*There was an error in the server when claiming the badge.,*Prišlo je do napake na strežniku pri prevzemu značke.,*Υπήρξε σφάλμα στον διακομιστή κατά τη διεκδίκηση του σήματος.,*,*Er is een serverfout opgetreden bij het opeisen van de badge.
447032acfbacb94ecf8bfbbcb35b28a6,*You have an available building to place on your island.,*Na voljo imate zgradbo, ki jo lahko postavite na svoj otok.,*Έχετε ένα διαθέσιμο κτίριο για να το τοποθετήσετε στο νησί σας.,*,*Je hebt een gebouw beschikbaar om op je eiland te plaatsen.
015304c2694acb53735637e9a372019f,*You landed on a <#FD9744>SCENARIO QUESTION,*Pristali ste na <#FD9744>IZZIVU,*Προσγειωθήκατε σε ένα <#FD9744>ΣΕΝΑΡΙΟ ΕΡΩΤΗΣΗ,*,*Je bent geland op een <#FD9744>SCENARIOVRAAG
d085954a19bf5863b2363e5878c073ca,*You landed on a <#1CB0F6>SPINNER,*Pristali ste na <#1CB0F6>KOLESU SREČE,*Προσγειωθήκατε σε ένα <#1CB0F6>ΠΕΡΙΣΤΡΟΦΙΚΟ ΜΟΧΛΟ,*,*Je bent geland op een <#1CB0F6>DRAAIWIEL
de0d0bf552bfd6331c0b5a537a9d570c,*You landed on a <#61708A>MINI GAME,*Pristali ste na <#61708A>MINI IGRI,*Προσγειωθήκατε σε ένα <#61708A>MINI ΠΑΙΧΝΙΔΙ,*,*Je bent geland op een <#61708A>MINIGAME
b78dc96a7e758a633e7564dcbf75d881,*You are missing an information. Make sure to complete the necessary data.,*Manjka vam podatek. Prepričajte se, da ste izpolnili vse potrebne informacije.,*Σας λείπει μια πληροφορία. Φροντίστε να συμπληρώσετε τα απαραίτητα στοιχεία.,*,*Je mist een informatieveld. Zorg ervoor dat je alle benodigde gegevens invult.
